,avg_length,avg_num_trips,avg_online_ratio,avg_price,std_length,std_num_trips,std_online_ratio,std_price,timestamp,waiting_per_empty
0,7.335250528746705,59.345,0.436205,436.205,0.554404045227114,7.1313375323287005,0.051994643714521206,51.99464371452121,1000,0.1251993911201765
1,7.34868303606238,119.335,0.43872249999999996,877.445,0.38396749868678665,10.252452145706412,0.03519732580395846,70.39465160791691,2000,0.08665389885795459
2,7.363314715000902,179.375,0.4405133333333333,1321.54,0.2889919001975529,12.98592988584183,0.029968332174702902,89.90499652410871,3000,0.07355022045272709
3,7.362212584014392,239.36,0.44076125,1763.045,0.2596445909131302,15.83225820911218,0.028615230838445107,114.46092335378043,4000,0.06841357354307054
4,7.355796641658101,299.4,0.44059600000000004,2202.98,0.23484794367448203,16.703293088490067,0.025305587999491338,126.52793999745668,5000,0.06075678593360156
5,7.352801219496962,359.385,0.4405225,2643.135,0.22445283184758139,17.973780208959937,0.02209620176950982,132.5772106170589,6000,0.053747440959979666
6,7.364615051965534,419.325,0.4412978571428571,3089.085,0.1946728362054491,18.913999444855655,0.01964121955511533,137.48853688580732,7000,0.04841763527896117
7,7.3702831344763915,479.355,0.44174625,3533.97,0.18774991829439308,19.846888295145916,0.018498846712362908,147.99077369890327,8000,0.04497051629409726
8,7.3789427445426305,539.395,0.4423233333333333,3980.91,0.17490750068566102,20.742684855148333,0.017082382773915585,153.74144496524028,9000,0.042391422586546726
9,7.380498767268811,599.38,0.44247,4424.7,0.16425808869614164,22.00399054717121,0.016424213832022527,164.24213832022525,10000,0.04046020960434431
