,avg_dropped_coords,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,avg_trip_avg_length,avg_trip_avg_price,std_dropped_coords,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,std_trip_avg_length,std_trip_avg_price,timestamp
0,,4.363001745200698e-06,0.9917146596858637,0.6350479930191972,0.35666666666666663,0.008280977312390924,0.7829679319371727,50.0,5.043499460174834,573.0,5.066577954334636,44006.235,,8.715089160313341e-05,0.0037990673284845596,0.0217393938214017,0.02148143570802972,0.0038055680913630335,0.4122246347505199,28.577380332470412,2.7466837378083326,0.0,0.3929570920260559,1739.7816888262157,573
1,,2.181500872600349e-06,0.9947883944153578,0.6387630890052356,0.3560253054101221,0.005209424083769633,0.7894578970331588,50.0,5.045179786535871,1146.0,5.055349786144594,88112.76,,4.3575445801566705e-05,0.0021948533335491944,0.015966130370975686,0.01571274308491766,0.0021969955830968124,0.4076936666728357,28.577380332470412,2.749704609437731,0.0,0.26220991274745914,2555.8195637407584,1146
2,,1.4543339150668994e-06,0.9958769633507853,0.6396422338568936,0.35623472949389184,0.004121582315299593,0.790112347294939,50.0,5.051458153580673,1719.0,5.058383628860888,132131.405,,2.9050297201044467e-05,0.001531942495493016,0.012537714415601581,0.012342796733243979,0.0015339217693520015,0.40722822341657605,28.577380332470412,2.756807304368588,0.0,0.21350611742670061,3011.0763201843624,1719
3,,1.0907504363001745e-06,0.996405977312391,0.6398723821989529,0.3565335951134381,0.0035929319371727753,0.790882689790576,50.0,5.050140932481705,2292.0,5.0548481696722165,176083.305,,2.1787722900783352e-05,0.0012657288203753306,0.01089809667375115,0.010754196385437972,0.001267132814337135,0.40667832592873643,28.577380332470412,2.762114615953132,0.0,0.1769961181703704,3490.7086768985746,2292
4,,8.726003490401396e-07,0.9967277486910996,0.6405488656195462,0.35617888307155326,0.0032713787085514832,0.7919229930191972,50.0,5.05005268341058,2865.0,5.053553984573482,220250.9925,,1.7430178320626685e-05,0.0010672512286729711,0.009502983941586994,0.009392084149227648,0.0010683561489114697,0.40593221866059587,28.577380332470412,2.7613562682005357,0.0,0.15214232277663378,3805.4850679570072,2865
5,,7.271669575334497e-07,0.9969473531122746,0.641044211751018,0.35590314136125656,0.0030519197207678882,0.7926119837114601,50.0,5.04980504587156,3438.0,5.0527603729516715,264439.8025,,1.4525148600522233e-05,0.0009677595098789599,0.008925496889584798,0.008841206635698096,0.0009686319707770705,0.40543584817877687,28.577380332470412,2.759812968761352,0.0,0.14010035606291482,4290.118597835467,3438
6,,6.232859636000998e-07,0.9971104462727499,0.6413350785340313,0.35577536773871854,0.0028889304412864623,0.7930067314884068,50.0,5.05175666116482,4011.0,5.054306120614335,308592.9375,,1.2450127371876204e-05,0.0008501181855849144,0.00818614957744933,0.008119135601694466,0.0008508652450187325,0.4051506575367744,28.577380332470412,2.759415344594782,0.0,0.13036686865586553,4591.260045302787,4011
7,,5.453752181500872e-07,0.9972344022687609,0.641758835078534,0.35547556719022694,0.002765052356020943,0.7928937609075044,50.0,5.055456202496819,4584.0,5.057683240661926,352877.925,,1.0893861450391676e-05,0.0007845368002000632,0.007718432461751953,0.0076342245629908885,0.0007851698658836274,0.4052323343730824,28.577380332470412,2.7598138417697893,0.0,0.12177849808215274,4946.235607446839,4584
8,,4.847779716889665e-07,0.9973230560403336,0.6419008144269924,0.3554222416133411,0.0026764591816947837,0.792930119255381,50.0,5.056999293097189,5157.0,5.058971241011062,397027.9825,,9.683432400348158e-06,0.000719746901225359,0.007215640114160898,0.007137485613520457,0.0007203087811196439,0.40520605280897287,28.577380332470412,2.7626131221129393,0.0,0.11423998007555876,5202.164667923706,5157
9,,4.363001745200698e-07,0.9973817626527051,0.6418385689354276,0.35554319371727744,0.0026178010471204194,0.7931528141361257,50.0,5.05517336221271,5730.0,5.057097809764202,441037.9,,8.715089160313342e-06,0.0006761947550918387,0.006700627058257036,0.006646279220283081,0.0006767014300293646,0.40504496980467497,28.577380332470412,2.763003740197458,0.0,0.11191952342979208,5368.925656497769,5730
10,,3.9663652229097257e-07,0.9974353482468666,0.6420410915437094,0.3553942567031572,0.0025642551166111375,0.7938704783436459,50.0,5.052557292788868,6303.0,5.0542665305794525,485271.0125,,7.922808327557583e-06,0.0006464620485075132,0.006397546742185719,0.006340604202265978,0.0006468185886601789,0.4045245875816163,28.577380332470412,2.7630613071308763,0.0,0.1062326187081448,5638.2807332859675,6303
11,,3.6358347876672485e-07,0.9974850930773707,0.6420866055846421,0.35539848749272834,0.0025145433391506686,0.7939163394415357,50.0,5.052774390767487,6876.0,5.054310106852153,529385.02,,7.262574300261117e-06,0.0006057251652643554,0.0061490595654968335,0.006097218579405114,0.0006061432762942095,0.4044912674079478,28.577380332470412,2.7630066224448435,0.0,0.1009504198170218,5912.321719477045,6876
12,,3.3561551886159215e-07,0.9975362464760369,0.6422425828970332,0.3552936635790039,0.0024634179084440867,0.7940432440596054,50.0,5.053189943706099,7449.0,5.054654271819962,573620.65,,6.703914738702571e-06,0.0005802673913045619,0.005850133006993108,0.0057860009452424446,0.0005805663462523483,0.4043990240132923,28.577380332470412,2.7633159586929628,0.0,0.09891563827264718,6092.193094649906,7449
13,,3.116429818000499e-07,0.9975735477437049,0.6421955248067814,0.3553780229369235,0.002426140613313388,0.7940078845674395,50.0,5.053352140316448,8022.0,5.054746038793078,617653.9625,,6.225063685938102e-06,0.0005503833874905695,0.0057189439710279575,0.005655162122971919,0.0005505925425774948,0.40442473194919615,28.577380332470412,2.7633727103254397,0.0,0.09660781125697454,6413.753411700028,8022
14,,2.908667830133799e-07,0.9976003490401396,0.6421273996509598,0.3554729493891797,0.0023993600930773706,0.7938827079697498,50.0,5.053366277458845,8595.0,5.054662395936003,661654.9925,,5.810059440208895e-06,0.0005268383573264473,0.005588861571449959,0.005531115770848866,0.0005270389728099818,0.4045157029787184,28.577380332470412,2.7635193161314477,0.0,0.09335795336807222,6716.179678019622,8595
15,,2.726876090750436e-07,0.9976289812390925,0.6421463241710296,0.3554826570680628,0.0023707460732984294,0.7940373445680629,50.0,5.0530410836590445,9168.0,5.054212016338624,705756.205,,5.446930725195838e-06,0.0005094936474070397,0.005384953813774882,0.005336452087947306,0.0005096825394182643,0.40440331353657616,28.577380332470412,2.7629017333439005,0.0,0.08950870534527827,6903.367588574072,9168

