,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,avg_trip_avg_length,avg_trip_avg_price,entropy_ratio_cruising,entropy_ratio_online,entropy_ratio_serving,entropy_ratio_to_request,entropy_ratio_waiting,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,std_trip_avg_length,std_trip_avg_price,timestamp
0,0.019524,0.715689,0.58647,0.129219,0.264787,0.9600555555555556,6.452074391988555,33.233204096985126,1000.0,33.72822043352186,72998.031,3.6741198102369497,5.995135129607657,5.907886208213789,4.770785418067265,6.001149351062388,0.01059563230770113,0.15686747361706313,0.1320963250813587,0.03104269703166914,0.15751985789417156,0.19582871546958872,7.276192830461121,17.764933393783686,0.0,5.372799551826374,16470.527344685688,1000
1,0.026765,0.720682,0.5971445,0.1235375,0.252553,0.9786111111111111,6.625,33.53641782571672,2000.0,33.68941405406219,148216.838,4.329541790654584,6.087900721231578,6.069680427131318,5.269432124660831,6.084723902666489,0.010014777830785864,0.17330641037191902,0.1467051460234098,0.029496446290188924,0.1779879987274423,0.1446768962930421,6.778600796878428,17.86567883280558,0.0,3.7613261282749444,36473.656186345725,2000
2,0.029629666666666665,0.7226453333333334,0.601089,0.12155633333333332,0.247725,0.9857407407407407,7.304461942257218,33.62876197632914,3000.0,33.70456973324458,223568.655,4.618934153637294,6.11456209267695,6.086601438980665,5.518176934306004,6.094805090970421,0.009039546934320204,0.15467485319713595,0.13088321924142912,0.02581268731758775,0.1591966939826327,0.11855771921151523,5.863424244466611,17.92303192979728,0.0,2.9831809471879196,48789.27085962625,3000
3,0.03136225,0.72232375,0.601923,0.12040075,0.246314,0.9899027777777778,6.497222222222222,33.605741304561334,4000.0,33.65000019292299,298335.208,4.8213668199391595,6.041787512321946,6.062765874631226,5.6505501939973,6.04507073064471,0.008261762066139402,0.140900934164531,0.11924840175448892,0.023261579631175092,0.14540209043889293,0.09997633882883132,5.816880899164236,17.89009489908899,0.0,2.4782850753722685,59247.556809413974,4000
4,0.0326096,0.7219392,0.6024160000000001,0.1195232,0.24545119999999998,0.9915222222222222,6.770161290322581,33.61500274549795,5000.0,33.6529467697147,373095.528,4.92434186555006,6.041095297631525,6.03188597803302,5.748743657747606,6.039720102241809,0.007621484621778096,0.13153281743869094,0.11128621003520607,0.02159208609097324,0.13589073352719824,0.09168372299229781,6.28144750592444,17.888942555887294,0.0,2.2038916398912245,69098.99608637752,5000
5,0.03313800000000001,0.72214,0.6030796666666667,0.11906033333333334,0.24472199999999997,0.9930092592592593,6.604306864064603,33.62547438109003,6000.0,33.64785749952254,448125.236,5.0088587797531705,6.063383926738953,6.067503729563697,5.821329501510347,6.074720261497364,0.006960241087778498,0.12190645416329139,0.10317152593779609,0.019918020146479306,0.1259248885222192,0.08331788694293973,6.800331143274551,17.89898062535502,0.0,1.931303426432748,76875.99979779324,6000
6,0.03351571428571429,0.7222645714285715,0.603405,0.11885957142857143,0.24421971428571426,0.9938412698412699,7.656084656084656,33.62963968568326,7000.0,33.6521472073863,523010.894,5.112314951203748,6.057907588365372,6.041336870199334,5.911168929714244,6.041406091668376,0.006574505335625127,0.11324971848376958,0.0958206483408946,0.01852168652291311,0.11712622256073547,0.07823554308344836,6.756789844941633,17.905826728980173,0.0,1.7702727920632466,83282.58049291438,7000
7,0.033923749999999996,0.7219221250000001,0.60340525,0.118516875,0.244154125,0.9948472222222222,6.457417582417582,33.609941504139385,8000.0,33.636989686399936,597655.909,5.165853940373109,6.097269276563301,6.084290171964592,5.932841408683926,6.079379697959368,0.006135898339892863,0.10599096326979661,0.08973121107612167,0.017334079860476442,0.10961055311811621,0.07159767216153481,6.207125463363264,17.898962099747802,0.0,1.6967846124763486,89140.1370965219,8000
8,0.034121,0.7219708888888889,0.6036816666666666,0.11828922222222223,0.2439081111111111,0.9955555555555555,6.343178621659634,33.61547619047619,9000.0,33.643564199812914,672626.149,5.221620683949335,6.060187834950566,6.072920043469665,5.992583703056237,6.05345391434051,0.00582018314484228,0.10053012860571443,0.08505491173099823,0.016486041754417435,0.10400097619858796,0.06651835354264785,5.820361033010941,17.913870104875546,0.0,1.609264112138542,95043.2041375542,9000
9,0.0345558,0.7216854,0.6037893,0.11789609999999999,0.2437588,0.9959277777777777,6.281944444444444,33.61313571376773,10000.0,33.63348300370862,747443.664,5.278600757315758,6.037019851566752,6.011834979286189,6.006999013272097,6.014606162860759,0.0056192086951812,0.09625037873608601,0.08148684160961205,0.015724609209452553,0.09965280950660649,0.06368390085724226,6.872829483409631,17.9103384314575,0.0,1.5399198245983514,101170.9658912729,10000
10,0.034621909090909085,0.7218867272727273,0.6041249090909091,0.11776181818181818,0.24349136363636364,0.9961767676767677,6.949932341001353,33.628539415847456,11000.0,33.64955355118033,822621.625,5.31394762282717,6.044038221058391,6.024522677495509,5.963208354323778,6.035873915165283,0.005363609952939599,0.09210787654351485,0.07800423532281771,0.015032937281376023,0.09533386427434555,0.06171397911198819,7.147881911981195,17.894900523079677,0.0,1.4876646135406912,106540.86656395458,11000
