,avg_dropped_coords,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,avg_trip_avg_length,avg_trip_avg_price,entropy_ratio_cruising,entropy_ratio_online,entropy_ratio_serving,entropy_ratio_to_request,entropy_ratio_waiting,std_dropped_coords,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,std_trip_avg_length,std_trip_avg_price,timestamp
0,,2.25e-05,0.9895849999999998,0.58026,0.409325,0.0103925,0.7417857142857143,34.12824314306894,11.11482908040443,1000.0,11.161504402800956,68821.5025,0.052407788525945354,2.9860043057625596,4.28112442448953,4.269901712941997,2.9863237122503437,,0.0002949470291425225,0.005657541427157211,0.020911776586411773,0.02068306976732419,0.005670400669264915,0.43765245157241717,27.758954157267876,5.9247371247395435,0.0,0.9187180728858154,2915.3065722139327,1000
1,,2e-05,0.9947025,0.58427375,0.41042874999999995,0.005277500000000001,0.74975,33.88321167883212,11.091149430762636,2000.0,11.120296325921151,138183.865,0.08384911836532408,3.0148991816508675,4.614988400855349,4.625743404097994,3.0130933996667393,,0.00019899748742132397,0.002843016663686658,0.015725558366477804,0.015622957416491277,0.0028529359877151115,0.43315694326652554,27.20545396518026,5.9389993848574845,0.0,0.7132629185386342,4394.09496333147,2000
2,,1.5833333333333333e-05,0.9964133333333334,0.5851908333333333,0.4112225,0.003570833333333334,0.7521071428571429,33.15451895043732,11.091362362885228,3000.0,11.11183010820087,207369.4125,0.09782742964391886,3.0282196172207074,4.827809726621435,4.7559431791375335,3.025650861984171,,0.00014151707788579205,0.001900216361949931,0.013399501415890238,0.013300697324033635,0.001905980172159896,0.43178928717652104,26.529114349154508,5.933559379026555,0.0,0.6012699448370894,5618.968760132392,3000
3,,1.1874999999999999e-05,0.9972706250000001,0.585668125,0.4116025,0.0027175000000000003,0.7530982142857143,33.825374198146825,11.091218419149467,4000.0,11.107170094591213,276565.46,0.09782742964391691,3.025973847757392,4.936638308837183,4.9008458831223844,3.0212624667146444,,0.00010613780841434406,0.0014290664293079632,0.01219518410006077,0.012139171872496078,0.001433049632776199,0.4312091069601646,26.891776673502857,5.936452540010955,0.0,0.5355308494099347,6822.292043250568,4000
4,,9.5e-06,0.9977809999999999,0.585991,0.41178999999999993,0.0022095,0.7541928571428571,35.52650689905592,11.085000994440604,5000.0,11.098446029427976,345787.3175,0.09782742964391328,3.0288609875550794,5.0119622073625445,5.067977905488518,3.025731744145597,,8.491024673147524e-05,0.0011436953265621073,0.011068492173733508,0.010990354862332699,0.0011471746815546445,0.43056473540868506,29.389988890519906,5.927261777172047,0.0,0.4905620836593659,7739.201776132584,5000
5,,7.916666666666667e-06,0.9981245833333334,0.58613125,0.41199333333333327,0.0018675,0.7548869047619048,31.84307692307692,11.080586022819565,6000.0,11.092307597320469,414945.915,0.09782742964391886,3.033151642443455,5.089040877173288,5.082287500025664,3.0329026338941807,,7.075853894289602e-05,0.0009547213635110728,0.01014942163616288,0.01007968721957405,0.0009577603359458519,0.4301542348749989,25.801520344177508,5.923899268578878,0.0,0.4556203460209555,8516.720107399033,6000
6,,6.785714285714285e-06,0.9983682142857142,0.5864235714285715,0.4119446428571429,0.0016250000000000001,0.7546887755102041,34.10816618911175,11.088561983247589,7000.0,11.099379639733796,484292.975,0.0978274296439196,3.0385475358815635,5.188250116249174,5.169875895375034,3.0393237251861653,,6.0650176236768035e-05,0.0008209500935638203,0.009509258404742362,0.009459006445376462,0.0008231891071451619,0.4302715742750302,27.008603464582386,5.923430278521556,0.0,0.4364762659383586,9311.457345892479,7000
7,,5.9374999999999995e-06,0.9985484375,0.5866781249999999,0.41187031249999995,0.0014456249999999999,0.7547008928571428,31.390943396226415,11.09430178701354,8000.0,11.104008391457983,553679.845,0.09782742964391691,3.042914671936201,5.176316239651734,5.185260020756637,3.043126667931606,,5.306890420717203e-05,0.0007172794058759467,0.008889182659804838,0.008843072936759242,0.0007191115938260208,0.4302644014763181,25.51580333567259,5.932760897427982,0.0,0.4122146490414069,9948.214532315586,8000
8,,5.2777777777777785e-06,0.9986913888888889,0.5866458333333333,0.41204555555555555,0.0013033333333333332,0.7550992063492064,33.66301969365427,11.090322411120162,9000.0,11.098927413941592,622776.24,0.09782742964391412,3.057657276006398,5.21509876085908,5.258269023245063,3.0605042602023564,,4.717235929526402e-05,0.0006406304162673753,0.0083663474513031,0.00833064912325653,0.0006421136009641984,0.43002836525048566,27.209379618806313,5.92768369602816,0.0,0.38863380189967733,10534.849347399326,9000
9,,4.75e-06,0.9988025,0.586776,0.41202649999999996,0.00119275,0.7551071428571429,33.223703703703706,11.093969635340303,10000.0,11.101713559734971,692091.4575,0.09782742964391328,3.046187593432765,5.215589888387957,5.230632661349304,3.0502768198240133,,4.245512336573762e-05,0.0005734925893156828,0.007975470142881861,0.007954369726760255,0.0005749977717348129,0.4300236570972175,26.9344119899719,5.925002681173283,0.0,0.3697327031393368,11160.524993170964,10000
