,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,entropy_ratio_cruising,entropy_ratio_online,entropy_ratio_serving,entropy_ratio_to_request,entropy_ratio_waiting,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,timestamp
0,0.22716,0.44017,0.21639000000000003,0.22378,0.33266999999999997,0.9831666666666666,4.138613861386139,7.280725546702831,1000.0,3.9289359498632903,4.133191510807179,3.0079131855369274,4.134599888686942,4.0536374376571604,0.023312537399433807,0.03493710205497874,0.0054806842638488165,0.03102694957613462,0.0458892264044623,0.12864669534124154,4.039482622910757,4.00421710431912,0.0,1000
1,0.23039499999999996,0.44384750000000006,0.2196775,0.22417,0.3257575,0.9924166666666666,4.175824175824176,7.360735578134184,2000.0,4.082410584644269,4.020163420848477,3.2217322701777356,4.0358143080334745,3.998611014607679,0.016746984056838415,0.025333781670923115,0.003455031656873786,0.022831143203965943,0.03327559080993153,0.08675152096008974,4.134001086124056,4.009291835530084,0.0,2000
2,0.23036833333333334,0.4437833333333333,0.21981333333333336,0.22396999999999997,0.32584833333333335,0.9950555555555556,4.01123595505618,7.350845848919659,3000.0,4.000880089431534,4.109499752033267,3.34387684753062,4.126751166530472,4.07725811868339,0.013641822845776717,0.02025497881180493,0.002680514046886447,0.01802474194606464,0.027572304894988776,0.07014268966599618,4.275602019566188,3.984205351541946,0.0,3000
3,0.23133625000000002,0.44415374999999996,0.22021000000000002,0.22394375,0.32451,0.9964583333333333,3.023529411764706,7.359397867447209,4000.0,4.037723895412856,4.123362695644469,3.4879695299424998,4.12046114405156,4.165578736461559,0.011574503161583219,0.016969286179374193,0.0023137415586015676,0.015085763932844104,0.02320060397920709,0.05940642443279085,3.7226697269827422,3.980340436016703,0.0,4000
4,0.23068000000000002,0.444057,0.219999,0.22405800000000003,0.32526299999999997,0.9970333333333333,3.8876404494382024,7.348567416669453,5000.0,3.9975076878651317,4.141340355301734,3.6084791545794204,4.067364298813758,4.189054397304107,0.010384218795845933,0.015412220832832621,0.002007336294695036,0.01379067206484151,0.02121525467676502,0.05438626256285272,4.0292141098027425,3.980275647910886,0.0,5000
5,0.23076166666666664,0.44422249999999996,0.220075,0.22414749999999997,0.3250158333333333,0.9974722222222222,3.758241758241758,7.348603414185859,6000.0,3.9677074528165455,4.18007782778534,3.6592446971574963,4.091747700157265,4.141766478123714,0.009536472530937912,0.01406763698766309,0.0018145821373895812,0.01258899626989115,0.01891207431407542,0.05021342566768324,3.9926874348666415,3.983347575744964,0.0,6000
6,0.23073071428571432,0.44432071428571424,0.22022357142857144,0.22409714285714283,0.3249485714285714,0.9981428571428571,2.91025641025641,7.351462239396976,7000.0,4.098768697289534,4.175506014680023,3.756464925210035,4.2110566755599645,4.125833916179603,0.009215461469836485,0.012791303626659317,0.0017437104175889301,0.01133919300299557,0.017940428862073,0.04305454537619716,3.7933338879586946,3.9818105206421825,0.0,7000
7,0.230996875,0.4442337499999999,0.220155,0.22407875,0.324769375,0.9981041666666667,3.989010989010989,7.347700849527229,8000.0,4.124224451138319,4.03269742993586,3.7770242229956406,3.9799054365294317,4.082972217800031,0.008699312450382215,0.011548960383406812,0.0015662076011819111,0.010288178212759536,0.016103896546624207,0.04349987527919541,4.025999310783435,3.9768685551771994,0.0,8000
8,0.23120444444444443,0.4443572222222222,0.22029500000000002,0.22406222222222222,0.32443833333333333,0.9982962962962963,4.0978260869565215,7.351599020553536,9000.0,4.086204328676028,3.9934682578025464,3.754775444691981,4.052930212196898,3.908035274225734,0.00799144944284395,0.01119760709391206,0.001461210283917807,0.009966069844635253,0.0154238599734788,0.04124076984482333,4.133794400265607,3.978353240323674,0.0,9000
9,0.23153100000000001,0.4443495,0.22019149999999998,0.224158,0.32411949999999995,0.9985333333333334,3.8295454545454546,7.347092402189879,10000.0,4.122210899783246,3.9834752034504977,3.7335537970401163,4.041272397252389,3.9253469639365797,0.007551320348124558,0.010448751109582429,0.001362636323455383,0.009309647469158001,0.014592476477623666,0.03826898947654034,4.0486293721935604,3.9691089473794245,0.0,10000
