,avg_length,avg_num_trips,avg_online_ratio,avg_price,std_length,std_num_trips,std_online_ratio,std_price,timestamp,waiting_per_empty
0,7.293458889820804,23.752,0.17477800000000002,24157.088794926003,1.0514651322571706,15.344526581162418,0.11474701179551475,14198.182277597622,1000,0.16678065124535751
1,7.352217135958418,47.742,0.176337,45831.38076152305,0.7318947832333477,22.572714413645517,0.08381833290515864,21582.852287337388,2000,0.11124360334786032
2,7.366730863380366,71.75,0.17666733333333334,68534.404,0.5045422832984775,28.635493709730238,0.07118604263633582,27591.809831484123,3000,0.09477369988301532
3,7.372746189625384,95.734,0.176381,91063.104,0.40207171165587885,33.35678707549634,0.0614207830379913,31733.093828638644,4000,0.08163194140704215
4,7.376687570834134,119.764,0.1766092,113874.69,0.36259083296782874,36.899380807813024,0.054365634691043566,35109.23012915407,5000,0.07127345500002852
5,7.37774869613585,143.756,0.17665866666666666,136618.028,0.3260255981093444,40.696786900196436,0.04985848353534676,38640.18086887296,6000,0.06457506316125186
6,7.374457996708246,167.738,0.17668228571428568,159342.58,0.293578075810825,43.94498101034975,0.046343788484564365,41909.84604929491,7000,0.06018649805575488
7,7.377817019371384,191.74,0.17682875,182227.738,0.27539759696328026,46.91234805464335,0.04343103173063587,44888.28239838718,8000,0.056139425161702616
8,7.376886214917914,215.734,0.17681288888888888,204934.426,0.26561296546897095,49.30143247411783,0.040533032428220324,47140.14664441047,9000,0.05195128025864386
9,7.37357068827769,239.74,0.176744,227580.322,0.2518589979375076,51.85221692464075,0.03835146912440252,49539.94350507796,10000,0.04927730541048083
