,avg_dropped_coords,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,avg_trip_avg_length,avg_trip_avg_price,entropy_ratio_cruising,entropy_ratio_online,entropy_ratio_serving,entropy_ratio_to_request,entropy_ratio_waiting,std_dropped_coords,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,std_trip_avg_length,std_trip_avg_price,timestamp
0,,0.11385749999999999,0.8472700000000001,0.5005324999999999,0.3467375,0.038872500000000004,0.9814444444444445,,11.259764519415826,1000.0,11.34634809307187,58029.8925,4.492154848519145,4.673835293389833,2.8088499926911448,4.630294975159732,3.9421259801756134,,0.026340694633019836,0.03226626876476423,0.004296969135332489,0.031965193472744693,0.014614247970730482,0.13494905302957944,,6.036751760900309,0.0,0.9960650272712166,575.6615463479822,1000
1,,0.11715625000000002,0.8509774999999999,0.50375625,0.34722125,0.031866250000000006,0.9905277777777778,,11.261869373790628,2000.0,11.306508531692037,116330.2725,4.75034310625534,4.910990021681415,2.89150221995362,4.870262946341665,4.233491546086417,,0.01860399717634627,0.022738859772424826,0.002346798018045011,0.022554249564937866,0.010211708277144429,0.09686330176281964,,6.030984300804021,0.0,0.7103210372114569,608.469434929767,2000
2,,0.11871916666666665,0.8518875,0.5042633333333333,0.3476241666666667,0.029393333333333334,0.9934814814814815,,11.250838801073666,3000.0,11.279743052759015,174386.94,4.844114977802455,5.067502265078222,2.923968456675203,4.9799767703178714,4.423305328621034,,0.014924281831781537,0.0190970288374047,0.0015831017374480776,0.018819260948264915,0.008415248065268189,0.08047376861339507,,6.021093659874574,0.0,0.572030900393474,607.8136033357595,3000
3,,0.118930625,0.853130625,0.50507375,0.348056875,0.027938750000000002,0.9952361111111111,,11.259081457498919,4000.0,11.282001700257947,232744.115,4.962983565608334,5.138192858660554,2.9160291872744146,5.134022933817866,4.579875451333514,,0.013081536353172551,0.01687304524557956,0.0011726832212920967,0.016536325059830402,0.007455639539134118,0.06885633051174896,,6.016242015672722,0.0,0.5072371319868291,536.4335483310118,4000
4,,0.11941099999999999,0.8535595,0.5054455,0.348114,0.027029500000000005,0.9962555555555556,,11.260910297447108,5000.0,11.279120060777998,291018.7675,5.130271626412224,5.219922134709569,3.059854312265965,5.1776240739507555,4.636650262974323,,0.011931499444747086,0.015284994594372617,0.0011068106206573905,0.014848030307081136,0.006784248650366524,0.06107719361796934,,6.030564911657507,0.0,0.45018655167342836,592.2644750816564,5000
5,,0.11978208333333333,0.8538420833333333,0.5058491666666667,0.3479929166666666,0.02637583333333333,0.996712962962963,,11.264591945747597,6000.0,11.280142961924307,349420.615,5.145487453046175,5.281897495716569,3.01800054964448,5.276990593520203,4.753966122651697,,0.01092890909437239,0.013927804668430141,0.0008612164362110132,0.013619956450564656,0.006116394124264175,0.05723838244180372,,6.021495158242877,0.0,0.41653549688499175,549.7417182413939,6000
6,,0.11999464285714286,0.8538860714285715,0.5057832142857143,0.3481028571428571,0.02611928571428572,0.9972301587301587,,11.260029764983964,7000.0,11.273156053656361,407494.405,5.179954743166725,5.298639259045927,3.056432027540392,5.313016608749949,4.808746210510072,,0.010164781228510006,0.01261928107993834,0.0007722177676097899,0.012321858460409589,0.005472114419901123,0.05255634356746247,,6.021002368265293,0.0,0.3814441258198317,552.203450709066,7000
7,,0.119494375,0.8548693750000002,0.50679375,0.34807562500000006,0.02563625,0.9975902777777778,,11.279896695509317,8000.0,11.291161280820713,466725.17,5.291836078249579,5.3654212647289805,3.1257812966310876,5.321787336182243,4.8157937130150685,,0.009816951995623437,0.011928594829625785,0.0007166273002753955,0.011668560171862465,0.005087126675491775,0.04902974057685755,,6.031416058515779,0.0,0.3542687204811118,574.916051350108,8000
8,,0.11973583333333333,0.854811388888889,0.5065647222222222,0.34824666666666665,0.02545277777777778,0.9979012345679013,,11.273196832859087,9000.0,11.28368859861167,524699.525,5.2860396731307855,5.387921889838305,3.094337224498025,5.371224889172304,4.8814055927841,,0.00933839478747767,0.011368494473302354,0.0006368391636593735,0.011141985770659566,0.004807766832280893,0.04576418485846539,,6.032595931264136,0.0,0.3418658524212529,559.4173168351156,9000
9,,0.11950475,0.855445,0.5071694999999999,0.3482755,0.02505025,0.9980555555555556,,11.284553298079599,10000.0,11.294244129658061,583743.8325,5.346220541174455,5.461853183662921,3.1126618161198385,5.399687753748496,4.865529097817831,,0.00900320512026134,0.010818737218363336,0.0005808353897620211,0.010587752346461452,0.0045125270013042585,0.04405296335375082,,6.037030009943035,0.0,0.32867186845869595,565.2149984242722,10000
