,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,entropy_ratio_cruising,entropy_ratio_online,entropy_ratio_serving,entropy_ratio_to_request,entropy_ratio_waiting,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,timestamp
0,0.1387875,0.24471250000000005,0.10927125,0.13544125,0.6164999999999999,0.9836666666666667,3.8520408163265305,7.3763131141985765,1000.0,4.097942756435573,4.221782319359102,4.165301716999717,4.143179327974732,4.231659290810605,0.029812746330219228,0.05253508202858353,0.02566345014680411,0.032032507682626096,0.07726116424181038,0.1267539173183833,5.266717399063608,3.9954270830498593,0.0,1000
1,0.140385625,0.24623375,0.11023687500000001,0.135996875,0.613380625,0.9918333333333333,4.469387755102041,7.39354730297429,2000.0,4.049069483047388,4.085535168691555,4.144915849474296,4.0883335071018045,4.062798706282494,0.020952812600206566,0.0371417771645017,0.018298868209109954,0.022482666717593247,0.05406634639134935,0.08999984567888004,5.926770951443161,3.9755240112356227,0.0,2000
2,0.14110166666666668,0.24634833333333334,0.11019041666666667,0.13615791666666666,0.61255,0.99475,3.804232804232804,7.37563877021027,3000.0,4.096660640728227,4.223642061103843,4.212546240792031,4.095944651168972,4.172478280260922,0.01741319574664889,0.030336008078043347,0.014726949685817873,0.018540179523694838,0.04464190545017341,0.07226643411709201,5.412975110203795,3.9656060458117413,0.0,3000
3,0.14126593750000002,0.2467434375,0.1102840625,0.136459375,0.611990625,0.9959791666666666,3.865284974093264,7.375112431233919,4000.0,4.168725115009379,4.267785182181394,4.276374239166184,4.099607711801095,4.228257988165503,0.015135925157422446,0.026584488617586645,0.012707109687930367,0.016545148635155108,0.0389665269764881,0.06328243225918935,5.365644604074646,3.969954588535522,0.0,4000
4,0.1414275,0.24709425,0.1103135,0.13678075,0.61147825,0.9966166666666667,4.231527093596059,7.372075522183387,5000.0,4.01991522373227,4.130764214832487,4.183710005509024,4.12305488929635,4.096379156618475,0.013345446554911529,0.02326241747835981,0.010942738128548997,0.014744513536821078,0.03404598106880605,0.058067946311961896,5.8064505604831345,3.9702783341709846,0.0,5000
5,0.14144729166666667,0.24730437500000002,0.11035291666666668,0.13695145833333333,0.6112483333333333,0.9971666666666666,3.5637254901960786,7.372583430831801,6000.0,4.089192039502241,4.052863296664084,4.119537511955065,4.167058049637578,4.134533168913143,0.012122082966334966,0.021334948546234793,0.010157699178660818,0.013364740533954655,0.031179934742644275,0.05315360341082771,5.2131863203724915,3.9697049620152307,0.0,6000
6,0.1415792857142857,0.24760285714285715,0.11044071428571428,0.13716214285714284,0.6108178571428572,0.9976666666666667,3.770408163265306,7.375316214023197,7000.0,4.1496925930364545,4.163646566675026,4.178546220999955,4.15180962500615,4.2226253318348155,0.011335439257623205,0.020163523643309113,0.009743367995614205,0.012441624323870519,0.029377740210880056,0.04824820088758635,5.216080105801429,3.9799509763612715,0.0,7000
7,0.1416996875,0.24767343749999998,0.110485,0.13718843749999998,0.6106268749999999,0.99796875,3.9743589743589745,7.377141067793956,8000.0,4.141987406002565,4.2260568900223365,4.1266057223483585,4.130821506169566,4.275435221904639,0.010502542842204633,0.019088769744828864,0.009181222855644012,0.011728938866478663,0.02760760970587412,0.045023594075079124,5.490724950907851,3.9756200014978655,0.0,8000
8,0.14179430555555556,0.24770722222222222,0.11046055555555555,0.13724666666666668,0.6104984722222222,0.9981296296296296,4.564356435643564,7.374014360192211,9000.0,4.187190668313351,4.196484139974519,4.112189567352833,4.179919930032156,4.245003701451045,0.009807833618559803,0.017864465479041122,0.008605714420024193,0.010968268823640962,0.025786702193409186,0.04320731517981661,5.4797843449366725,3.9737334129156787,0.0,9000
9,0.141816,0.24772212500000002,0.110471875,0.13725025000000002,0.610461875,0.99825,4.185714285714286,7.3739460722931796,10000.0,4.142933824563047,4.232721061501375,4.123283417988832,4.1720661338120255,4.225460647659469,0.009285522010097224,0.016790037164472714,0.008035674924010739,0.010385690874347262,0.024281376278629162,0.04179638142231933,5.445731024808132,3.97187298223279,0.0,10000
