,avg_dropped_coords,avg_ratio_cruising,avg_ratio_online,avg_ratio_serving,avg_ratio_to_request,avg_ratio_waiting,avg_request_completed,avg_request_last_waiting_times,avg_request_lengths,avg_timestamp,avg_trip_avg_length,avg_trip_avg_price,std_dropped_coords,std_ratio_cruising,std_ratio_online,std_ratio_serving,std_ratio_to_request,std_ratio_waiting,std_request_completed,std_request_last_waiting_times,std_request_lengths,std_timestamp,std_trip_avg_length,std_trip_avg_price,timestamp
0,,0.09021755059083703,0.6648148888267188,0.4666746599523068,0.19814022887441216,0.2449675605824441,0.9689354275741711,,12.448126801152737,573.0,12.553817212866427,32262.40458015267,,0.02304287862360932,0.13566230668357812,0.10045727425404123,0.04140148598955496,0.14465099761103684,0.17349226140041346,,6.55283696452409,0.0,1.8304339463823764,7015.725990387079,573
1,,0.095426508399611,0.665500979177491,0.47468792880646926,0.19081305037102167,0.2390725124228981,0.9856893542757417,,12.551345609065155,1146.0,12.57274910796138,65272.63358778626,,0.018320346509120296,0.09689440453491314,0.07367843347351939,0.0279183070968853,0.10518786384220927,0.11876805607238447,,6.605500189254615,0.0,1.1861112908093425,10304.304637587893,1146
2,,0.09465382412107162,0.6702547637762059,0.4762666027203815,0.19398816105582423,0.23509141210272264,0.9903432228039558,,12.551456766917294,1719.0,12.562602797874565,97974.90839694657,,0.014112969937554266,0.08680551797326773,0.0659545075333723,0.02500718902494963,0.09384745265830205,0.09779327098645474,,6.634165722433934,0.0,0.9906586862835063,13833.762161234146,1719
3,,0.09488030054754008,0.6652345363228221,0.4718869482967641,0.1933475880260581,0.23988516312963776,0.9921465968586387,,12.421635883905013,2292.0,12.427502188504109,129220.70229007634,,0.01281166386990532,0.07481535946279874,0.05623102639424309,0.022305704721516162,0.08143585988738135,0.0882707607334417,,6.632604346691439,0.0,0.8232857854042531,15690.1844640024,2292
4,,0.09379321370049158,0.6653531033931497,0.47177970504775985,0.19357339834538986,0.24085368290635864,0.9936474694589877,,12.410004215259239,2865.0,12.424641117883118,161406.4351145038,,0.010812486754488714,0.06730022212951524,0.04961669594082353,0.020997218119191415,0.07230619024943655,0.07944920324797301,,6.620948183950376,0.0,0.7545926751919521,17288.275385446686,2865
5,,0.0935236623458517,0.6638290502644445,0.47049811491680327,0.19333093534764131,0.2426472873897038,0.9948225712623618,,12.363604467574996,3438.0,12.374858425014303,193061.03053435116,,0.010194778370749944,0.059650210343348505,0.04429286616431711,0.018064993382490617,0.06459741791377546,0.07176784077360025,,6.609197144639346,0.0,0.6911595050487022,18513.098205720195,3438
6,,0.09462527667235712,0.6627328282338074,0.4705285655287654,0.19220426270504204,0.2426418950938355,0.9957616554475193,,12.360891337005508,4011.0,12.3763151489996,225179.68702290076,,0.00976682685460029,0.05583564200299267,0.04101231027352954,0.017150364027360688,0.06001705455825664,0.06496445942155706,,6.60211213428404,0.0,0.6699260247424543,19990.131506192494,4011
7,,0.09493358911847383,0.6632212275022314,0.4712491507134008,0.19197207678883071,0.24184518337929473,0.9956806282722513,,12.377985189080233,4584.0,12.389188654340986,257698.893129771,,0.008720068160645012,0.050457452977960095,0.03678740644904915,0.015878454878384095,0.05412166738716026,0.06557983497711943,,6.610225674300788,0.0,0.5742987268682781,20476.8696655899,4584
8,,0.09505496864115626,0.6643574952595377,0.4720701277593488,0.19228736750018874,0.2405875360993062,0.996354469652899,,12.394768596006383,5157.0,12.404103830018483,290363.4198473282,,0.00810127959644312,0.04729978901548811,0.034841856854049245,0.014519573474566953,0.051215752903565524,0.060268071610010826,,6.603998234867084,0.0,0.5431288149211161,21814.267617638627,5157
9,,0.0954051929712375,0.6635253054101221,0.4717557251908397,0.19176958021928248,0.24106950161864035,0.9970331588132635,,12.3810607386662,5730.0,12.39009718334485,322359.7099236641,,0.0078097909561527425,0.04646663109244806,0.03419337605162743,0.014168445343857137,0.04999231333606694,0.05438785746937601,,6.618046166012604,0.0,0.5174054544872841,23808.105581214088,5730
10,,0.0955984851512608,0.6630999657257601,0.47167651899677,0.1914234467289901,0.2413015491229791,0.9973980644137712,,12.37794674386791,6303.0,12.387334474405977,354499.80152671755,,0.007339544748967129,0.04366318403262568,0.03202499255806991,0.013430613183921919,0.04690834552731355,0.05094276707672931,,6.619427202446942,0.0,0.49271792023628136,24527.07347427566,6303
11,,0.09575845178938582,0.6623702756351332,0.4712052986602365,0.19116497697489665,0.24187127257548105,0.9975567190226876,,12.363715885234429,6876.0,12.37138238065474,386283.45801526716,,0.007138225072865924,0.04040250808037035,0.029800113770395133,0.012438785121938252,0.043523373819443316,0.04936913363001516,,6.6182982837787945,0.0,0.46187270565395383,24924.605901241583,6876
12,,0.09543060752045204,0.6622375665979039,0.4707717312329438,0.19146583536496012,0.24233182588164404,0.9976104175057054,,12.35017224674346,7449.0,12.357772734211968,418028.69465648854,,0.0067806182336127485,0.03815990775233947,0.027947397775412868,0.011984794438292798,0.04119561275009623,0.04882491566605616,,6.612416569029629,0.0,0.42657137964319697,25297.518092032053,7449
13,,0.09574814298846113,0.6631220251179486,0.4714468417957487,0.19167518332219982,0.24112983189359036,0.9975816504612316,,12.367605528203335,8022.0,12.37513391385354,450782.98473282444,,0.006714204710454276,0.03615333913366556,0.026435525647673916,0.011383575326240816,0.03903717886527929,0.049117218205805654,,6.621563078338927,0.0,0.421493368502476,25765.268863390895,8022
